text,Ποικιλία,archaia_or_not
"ΑΓΑΜΕΜΝΩΝ Οίμοι! Τι να είπω τώρα ο ταλαίπωρος ; Πόθεν ν’αρχίσω ; Ω, εις ποία μαύρα βάραθρα έπεσα! θεός δυσμενής, αλλά πολύ σοφώτερος, όλα τα σχέδια μου κατεσύντριψε. Πόσον προτιμότερον να γεννηθή τις εκ γένους ταπεινού ! Κλαίει ελευθέρως και ανακουφίζεται τουλάχιστον εκφράζων ό,τι αισθάνεται. Αλλ εις ημάς τους ευγενούς καταγωγής, ουδέν εκ τούτων επιτρέπεται. Επαιρόμεθα διά τον όγκον του γένους μας, ενώ ουδέν άλλο είμεθα ειμή δούλοι του άλλου. Ιδού τώρα εγώ ως βασιλεύς μεν εντρέπομαι να δακρύσω, ως πατήρ δ εντρέπομαι να μη δακρύσω υπό την θύελλαν αυτήν των συμφορών. Τι να είπω τώρα προς την μητέρα της, πώς να την δεχθώ ; Με ποίον βλέμμα θα την ατενίσω, αυτήν, ήτις απρόσκλητος ελθούσα εδώ συνεπλήρωσε την δυστυχίαν μου; Και όμως τι το φυσικώτερον να συνοδεύση η μήτηρ την κόρην της ερχομένην εις την χαράν του γάμου της και να παραδώση φαιδρά και ευτυχής το προσφιλές της τέκνον εις εμέ τον πατέρα του, τον κακούργον πατέρα ; Και τι θα είπω προς την κόρην μου, την ταλαίπωρον παρθένον ; Παρθένον είπα ; Αλλά μόλις έλθη εδώ θα την αρπάσει εις τας αγκάλας του ως σύζυγον ο Αδης. Και αυτή, ικέτις προ εμού, θα μοι είπη:- Πατέρα μου, θέλεις λοιπόν να με θανατώσης συ; Αυτός είναι ο γάμος, τον οποίον μοι ητοίμαζες; Ω! είθε και συ και πας φίλτατός σου τοιούτους γάμους να τελέσητε. -Και ο Ορέστης μου παρών θα κλαίη χωρίς να εννοή, νήπιον ακόμη το πτωχόν. Ω, εις ποίαν φρικώδη συμφοράν μ’έρριψε του Πάριδος ο γάμος ! 2",3,1
"ΑΓΑΜΕΜΝΩΝ Ψευδές κάλλος! Γλυκείαι είναι τωόντι μακρόθεν αι τιμαί, αλλ όταν πλησιάσουν, τότε αισθανόμεθα πόσον είναι αλγειναί. Διότι άλλοτε μεν η δυσμένεια των θεών, ματαιούσα τας ελπίδας μας, ανατρέπει την ευτυχίαν ημών, άλλοτε δε καταστρέφουσιν αυτήν αι ποικίλαι και δυσάρεστοι, γνώμαι των ανθρώπων. 2",3,1
"ΑΓΓΕΛΙΚΗ Αποκρίνεται τραγουδώντας Με βλέπεις, Θύρσι, θλιβερή, με βλέπεις λυπημένη στου γάμου τούτου τ άκουσμα που τόσο σε τρομάζει· θωρώ ψηλά στον ουρανό, στρέφω κυττάζω εσένα κι αναστενάζω. Δεν μπορείς τον πόνο μου να νοιώσης. 2",2,1
"ΑΓΓΕΛΟΣ  Πώς; τρεις χιλιάδες στείλαμε γεράκια ιπποτοξότες και κάθε απ τα πουλιά αυτά πούχουν τα νύχια αγκυλωτά επήγαν σε λιγάκι, Ανεμογάμης, Γυψ, Αητός, τριάρχιδο Γεράκι, Χαλκοκουρούνα, πέταξαν με ορμή στην ίδιαν ώρα, και ο αιθέρας έτριξεν απ των φτερών τη φόρα, όταν εξεκινήσανε προς τον θεό να πάνε. Αλλά δεν είνε μακρά, κάπου δω πέρα θάνε. 2",2,1
"ΑΓΚΟΣ Μας στέλλει να σ εκφράσωμεν την ευχαρίστησίν του, και να σε οδηγήσωμεν ενώπιόν του. Όμως δεν σ ανταμείβει με αυτό. 2",2,1
"ΑΔΜΗΤΟΣ Άνδρες Φεραίοι, ευχαριστώ που ήλθατε εδώ όλοι για να μας αποδείξετε πόσο μας αγαπάτε. Τώρα οι δούλοι φέρνουνε στον τάφο στολισμένο το σώμα της γυναίκας μου, με όσα στολίδια πρέπει. Σεις αποχαιρετίσατε την πεθαμμένη τώρα που ξεκινά για το υστερνό και αγύριστο ταξείδι. 2",2,1
"ΑΙΑΚ. Οὐ ῥᾴδιον, ὦ Μένιππε, ἅπαντα· ὅσα μέντοι κεφαλαιώδη, μάνθανε· οὑτοσὶ μὲν ὅτι Κέρβερός ἐστιν οἶσθα, καὶ τὸν πορθμέα τοῦτον, ὅς σε διεπέρασε, καὶ τὴν λίμνην καὶ τὸν Πυριφλεγέθοντα ἤδη ἑόρακας εἰσιών. 1",1,1
"ΑΙΑΚΟΣ Μα τον Δία, δίκηο έχεις, μα εβγήκε να ζητήση με τρανή βοήν ο δήμος για τους δυο να γίνη κρίσι, και ν αποδειχθή ποιος θάνε ο σοφώτερος στον τρόπον. 2",3,1
"ΑΙΓΙΣΘΟΣ Θέλω να ιδώ και νανακρίνω αυτό το ξένο αν είτανε παρών που πέθανε κοντά του, ή αν έτσι τόχει απ ακουστά, λόγια τ αέρα· εμένα μάτια έχει ο νους και δε γελιέμαι. 2",2,1
"ΑΙΝΟΒΑΡΒΟΣ. Αι θεραπαινίδες της όμοιαι με Νηρηίδας και Σειρήνας, υπήκουον εις το ελάχιστον αυτής νεύμα, αι δε υποκλίσεις των επηύξανον τας χάριτας αυτών. Μία τούτων ενδεδυμένη ως σειρήν επηδαλιούχει, τα δε μετάξινα σχοινία εκυρτούντο υπό την αφήν των αβρών εκείνων και ευκινήτων χειρών. Οσμή δε ηδυτάτη διεχέετο από του πλοιαρίου επί τας γειτνιαζούσας όχθας. Η πόλις άπασα έσπευσε να την ίδη, ο δε Αντώνιος, καθήμενος επί θρόνου εις την αγοράν, έμεινε μόνος συρίζων εις τον αέρα· αλλά και αυτός ο αήρ, αν δεν αντέβαινεν εις τους φυσικούς νόμους, ήθελε μεταβή προς θέαν της Κλεοπάτρας, αφήνων ούτω χάσμα εν τη φύσει! 2",3,1
"ΑΙΝΟΒΑΡΒΟΣ. Ημέραν τινά την είδον να πηδά τεσσαρακοντάκις με ένα πόδι επί της δημοσίας οδού. Απολέσασα δε την αναπνοήν ωμίλει και ήσθμαινε ούτως, ώστε και αύτη η πάθησις μετεβάλλετο εις χάριν, και άνευ πνοής ακόμη ανέδιδε ζωήν. 2",3,1
"ΑΙΝΟΒΑΡΒΟΣ. Τι έχεις κατά νουν, Αντώνιε, και λυπείς αυτούς τοιουτοτρόπως; Δεν βλέπεις ότι κλαίουν, εγώ δε το ζώον έχω τα μάτια δακρυσμένα ως να τα έτριψα με κρομμύδια. Προς θεού, μη μας μεταμορφώσης εις γυναίκας. 2",3,1
"ΑΙΣΧΥΛΟΣ προς τον Ευριπίδην Συ, μονολόγους κρητικούς στα έργα σου συνάζεις, και γάμους όλο ανόσιους μέσα στην τέχνη βάζεις 2",2,1
"ΑΜΛΕΤΟΣ Όχι, μα το Τίμιο Ξύλο· η βασίλισσα είσαι, και η γυναίκ ακόμη του ανδραδέλφου σου· αλλ όμως οπού να μην ήταν! είσαι η μητέρα μου. 2",2,1
"ΑΜΛΕΤΟΣ Κανένα πράγμα δεν θα ευχαριστηθώ τόσο να μου πά- ρης όσον αυτό, αν εξαιρέσης την ζωήν μου, την ζωήν μου, την ζωήν μου! 2",2,1
"ΑΜΛΕΤΟΣ Λοιπόν θα πηγαίνω εις την μητέρα μου αμέσως· μόνος του Με τρελλαίνουν, τόσο μου τεντόνουν τα νεύρα. Θα πηγαίνω αμέσως. 2",2,1
"ΑΜΛΕΤΟΣ Ναι, ω μητέρα, φονικωτάτη πράξις! όσο βασιλέα να θανατώση τις κ επάνω εις τον νεκρόν του να νυμφευθή κατόπι με τον αδελφόν του. 2",3,1
"ΑΜΛΕΤΟΣ Το κτυπημένο ελάφι ας πα να κλαίη, το αλάβωτο ζαρκάδι, ας παιγνιδά· θα κοιμάτ ένας, άλλος αγρυπνά· εις τούτον τον συρμόν ο κόσμος πλέει. 2",2,1
"ΑΝΑΤ. Έγνωκας μέγνωκας ντεν έχει αρτίκ εσύ καλό φαΐ ποιο είναι ντε ξέρεις προς τον Ξενοδ. μισέ καθ εαυτόν αλλάχ τζιζά βερσίν ούλο ιξεχνώ όνομά του α Μπαστιά ηύρα μισέ Μπαστιά, ζτιμπούκι ντεν έχεις εντώ πέρα. 2",2,1
"ΑΝΔΡΟΜΑΧΗ Ω πόλις των Θηβαίων, καύχημα της Ασιατικής γης, από την οποίαν ήλθα άλλοτε με πολύχρυσα στολίδια εις τα ανάκτορα του βασιλέως Πριάμου, ως σύζυγος δοθείσα εις τον Έκτορα. Εις εκείνον τον καιρόν όλοι εζήλευαν την Ανδρομάχην, αλλά τώρα δεν υπάρχει ούτε θα γεννηθή ποτέ γυναίκα δυστυχεστέρα από εμέ. Διότι εγώ τον μεν άνδρα μου τον Έκτορα είδα με τα μάτια μου να σκοτώνη ο Αχιλλεύς, το δε παιδί που απέκτησα από εκείνον, τον Αστυάνακτα, είδα να πέφτη από τους υψηλούς πύργους, όταν οι Έλληνες κατέλαβαν την Τροίαν. Εγώ δε, μολονότι εγεννήθηκα ελευθέρα από ελευθέρους γονείς, εν τούτοις εις την Ελλάδα έφθασα δούλη, δοθείσα ως δώρον εις τον νησιώτην Νεοπτόλεμον, διαλεγμένη ως το καλλίτερον γέρας από όλα τα τρωικά λάφυρα. Τώρα κατοικώ εις τα γειτονικά πεδία της Φθίας και της πόλεως των Φαρσάλων, όπου η θαλασσία Θέτις κατώκει μαζί με τον Πηλέα φεύγουσα μακρυά από τους ανθρώπους. Ο Θεσσαλικός λαός τώρα προς τιμήν του γάμου της Θέτιδος με τον Πηλέα ονομάζει τον τόπον αυτόν Θετίδιον, όπου είχε το σπίτι του ο υιός του Αχιλλέως, αφήνων να βασιλεύη εις τα Φάρσαλα ο Πηλεύς, διότι δεν θέλει να πάρη το σκήπτρον ενόσω ζη ο γέρων ο πατέρας του. Εγώ ως δούλη με αυτόν εις αυτό το σπίτι απέκτησα παιδί. Και μολονότι πριν με είχαν εύρη πολλά κακά, εν τούτοις πάντοτε παρηγορούμην με την ελπίδα ότι, αν σωθή το παιδί, θα εκαλλιτέρευεν η τύχη μου και θα ικανοποιούμην διά τας ατυχίας μου. Αφ ότου όμως αυτός επήρε γυναίκα την Ερμιόνην από την Λακεδαίμονα και εγκατέλειψε εμέ την δούλην, καταδιώκομαι από αυτήν από ζηλοτυπίαν. Διότι λέγει, ότι με μυστικά φάρμακα κατώρθωσα να μην κάμη παιδί και να την μισήση ο σύζυγος της, και ότι θέλω να μείνω εγώ αντί εκείνης μέσα εις αυτό το σπίτι και διά της βίας να διώξω αυτήν. Αυτά εγώ, και όταν τα πρωτοήκουσα, δεν τα παρεδέχθην, και τώρα τα αρνούμαι εντελώς. Ο μέγας Ζευς το γνωρίζει βέβαια, ότι εγώ δεν έγινα εκουσίως μου σύζυγος. Αλλ εκείνη δεν πείθεται και θέλει να με φονεύση, έχουσα συνεργόν τον πατέρα της τον Μενέλαον, ο οποίος ήλθε επίτηδες εδώ από την Σπάρτην, με αυτόν τον σκοπόν. Φοβηθείσα λοιπόν εγώ ήλθα γρήγορα εις αυτό το γειτονικόν ιερόν της Θέτιδος, μήπως με σώση από τον θάνατον. Διότι και αυτός ο Πηλεύς και οι απόγονοι του Πηλέως το σέβονται, ως ενθυμίζον τους γάμους της Νηρηίδος. Το δε μονάκριβό μου παιδί το έστειλα κρυφά εις άλλο σπίτι, φοβουμένη μήπως το σκοτώσουν. Επειδή ο πατέρας του ούτε αυτό ούτε εμέ ημπορεί να βοηθήση, διότι λείπει εις τους Δελφούς, διά να ζητήση συγγνώμην από τον Απόλλωνα Λοξίαν διά την ανοησίαν που έκαμεν άλλοτε, όταν επήγε εις την Πυθίαν, διά να ζητήση λόγον από τον Φοίβον διά τον πατέρα του. Τώρα λοιπόν είναι εκεί ζητών συγγνώμην διά το παλαιόν σφάλμα του και παρακαλών να έχη εις το μέλλον ευνοϊκόν τον θεόν. 2",3,1
"ΑΝΤ. Έχω ακουσμένα για τον πικρό θάνατο πούπαθε η ξένη απ’ τη Φρυγία, του Τάνταλου η κόρη, στου Σίπυλου την κορφή· αυτήν σαν τον κισσό που αιώνια σφίγγει ο βράχος γύρω της φύτρωσε και την έζωσε και τώρα η βροχές την λυώνουν καθώς λέει ο λόγος των ανθρώπων, και ποτέ το χιόνι δεν της απολείπει και κάτω από τα πολυδακρυσμένα φρύδια της βρέ- χονται τα λαιμά της· ίδια μ’ αυτήν και μένα το ριζικό μου μ’ αποκοιμίζει. 3",1,1
ΑΝΤ. Πειά έκανε το έργο ο Άδης κι’ αυτοί πούνε κάτου το ξέρουνε. Μα δεν την θέλω ‘γώ την φίλη που με τα λόγια μόνο μ’ αγαπάει. 2,2,1
"ΑΝΤΩΝ. μόνος του. Χαίρομαι τωόντι πως έχασε κάθ ελπίδα. Προς τον Σεβαστ.. Για μία φορά που σου έσφαλε, μην αθέτησης τη βουλή, που αποφάσισες να κατορθώσης. 3",3,1
"ΑΝΤΩΝ. Μάλιστα, Κύριε· πού φωλιάζει αυτό; ανίσως ήταν μία χιονίστρα, ήθελε μ αναγκάσει να πλατύνω το πόδημα· αλλ εγώ δεν ακούω μέσα μου αυτήν την θεότητα· είκοσι συνείδησες, ανάμεσό μου και της βασιλείας του Μιλάνου, ας πήξουνε και ας λυώσουνε, δεν με πειράζει! Εδώ κοίτεται ο αδελφός σου, άξιζε τάχα περισσότερο από το χώμα που κοίτεται, ανίσως αυτός ήταν εκείνο που φαίνεται; με τούτο το πιστό σίδερο, τρία δάκτυλα μέσα, εγώ του στρώνω το κρεββάτι για πάντα, ενώ εσύ, αν έκανες το ίδιο, στην αιώνια τύφλα θα έμπαζες το μουχλιασμένο εκείνο γεροντάκι με τες φρόνιμες νουθεσίες, να μην τον έχουμε να μας κατακραίνη. Όσο για τους άλλους, αυτοί θέλει μας ακούνε με την προθυμία, που ο γάτος γλύφει το γάλα· θέλει βαρούν την ώρα σε ό,τι ειπούμ εμείς, που αρμόζει του καιρού. 2",2,1
"ΑΝΤΩΝΙΟΣ. Απώλετο το παν! Η βδελυρά αύτη Αιγυπτία με επρόδωσεν· ο στόλος μου παρεδόθη εις τον εχθρόν. Εκεί, κάτω ανευφημούσι και οργιάζουσιν, ως φίλοι προ πολλού χωρισθέντες. Συ, τρις εταίρα, με επώλησες εις τον αρχάριον τούτον, και μόνον κατά σου εξανίσταται η καρδία μου. Διάταξε αυτούς να φύγουν, διότι όταν εκδικηθώ την μάγισσαν, θα τελειώσουν όλα δι εμέ· διάταξε αυτούς να φύγουν πήγαινε. Εξέρχεται ο Σκάρρος. Ω ήλιε, δεν θα ίδω πλέον την ανατολήν σου. Εδώ η τύχη αποχωρίζεται του Αντωνίου· εδώ αποχαιρετιζόμεθα. Ούτω λοιπόν απέληξαν όλα; Αι καρδίαι, αίτινες με ηκολούθουν ως κυνάριον, και εις τας οποίας εχορήγουν ό,τι επεθύμουν, διαλύονται και σταλάζουν το μέλι των επί του ευδαίμονος Καίσαρος. Απεφλοιώθη δε η πάντας σκιάζουσα γηραιά πεύκη. Επροδόθην. Ω, η ψευδής αύτη ψυχή της Αιγυπτίας! Η ολεθρία εκείνη γόησσα, της οποίας το βλέμμα προεκάλει ή ανέστελλε τους πολέμους μου, ο κόλπος της οποίας ήτο ο τελικός σκοπός του βίου μου, με εξηπάτησεν ως γνησία αθιγγανίς, και με εβύθισε μέχρι του πυθμένος της καταστροφής. Ε! Έρως! Έρως! Εισέρχεται η Κλεοπάτρα, Α! οπίσω, οπίσω, μάγισσα! 2",3,1
"ΑΝΤΩΝΙΟΣ. Εφόσον τον επηρεάζει η Κλεοπάτρα. Αλλά χάριν του Έρωτος και των τερπνών στιγμών του, μη χάνωμεν τον χρόνον εις δηκτικάς συζητήσεις. Ουδεμία στιγμή του βίου μας πρέπει να παρέλθη άνευ ψυχαγωγίας. Πώς θα διασκεδάσωμεν απόψε; 2",3,1
"ΑΝΤΩΝΙΟΣ. Κ εγώ αυτός έφυγα διδάξας τους ανάνδρους να δραπετεύουν και να στρέφουν τα νώτα. Πηγαίνετε, φίλοι. Απεφάσισα να ακολουθήσω πορείαν, ήτις δεν έχει χρείαν υμών· απέλθετε· οι θησαυροί μου είναι εις τον λιμένα· λάβετε αυτούς. Ω, ηκολούθησα εκείνο ούτινος η θέα μόνη μου προξενεί τώρα ερύθημα! Και αι τρίχες της κεφαλής μου στασιάζουσι, διότι αι μεν λευκαί ελέγχουσι τας μαύρας επί θρασύτητι, αύται δε πάλιν τας λευκάς επί φόβω και τρέλλα. Πηγαίνετε, φίλοι· θα σας δώσω επιστολάς προς φίλους, οίτινες θα διευκολύνουν τα της πορείας σας. Μη λυπήσθε, σας παρακαλώ, και μη λέγετε ότι δεν θέλετε. Ακολουθήσατε ό,τι σας συμβουλεύει η απελπισία μου· εγκαταλείψατε εκείνον όστις εγκαταλείπει εαυτόν· πηγαίνετε κατ ευθείαν εις την παραλίαν· θα σας δώσω το πλοίον εκείνο και τους θησαυρούς. Άφετέ με δι ολίγον, σας παρακαλώ. Ναι, σας παρακαλώ. Ναι, άφετέ με, διότι αληθώς δεν έχω πλέον την εξουσίαν να σας διατάξω. Θα σας ίδω μετ ολίγον, Κάθηται. Εισέρχονται ο Έρως και η Κλεοπάτρα οδηγουμένη υπό του Χαρμίου και της Ειράδος. 2",3,1
"ΑΝΤΩΝΙΟΣ. Ναι, οδηγήσατέ τους· θα ομιλήσω μετ αυτών απόψε δε θα εκχειλίση ο οίνος διά των ουλών αυτών. Ελθέ, βασίλισσά μου. Δεν απερροφήθη εισέτι όλη μου η ικμάς. Την πρώτην φοράν καθ ην θα πολεμήσω, θα αναγκάσω τον θάνατον να με αγαπήση, διότι θα διαγωνισθώ και προς το θανατηφόρον του δρέπανον. Εξέρχεται ο Αντώνιος, η Κλεοπάτρα και οι υπηρέται. 2",3,1
ΑΡΓΓΑΝ Είνε πολύ αυθάδης αυτός ο Μολιέρος σου με τις κωμωδίες του και τον βρίσκω γελοίο να τολμά να παίζη με ανθρώπους εντίμους σαν τους γιατρούς. 3,1,1
"ΑΡΙΩΝ ο Μηθυμναίος είναι πολυθρύλητος ως ευρετής του διθυράμβου και διά την θαυμαστήν διάσωσίν του εκ της θαλάσσης· οι πειραταί του επέτρεψαν να παίξη τελευταίαν φοράν πριν τον ρίψωσιν εις την θάλασσαν· αλλ οι δελφίνες, όσοι συναχθέντες ήκουον, τον εκόμισαν βαστακτόν εις το Ταίναρον. Τούτο είναι μύθος παλαιός, λεγόμενος περί του Τάραντος του υιού του Ποσειδώνος, του Ενάλου εν Λέσβω και των θαλασσίων δαιμόνων Παλαίμονος, Μελικέρτου, και Γλαύκου αλλαχού. Τα έργα του Αρίονος εχάθησαν ενωρίς· ήδη κατά τον β  αιώνα Αριστοφάνης ο Βυζάντιος δεν ηδύνατο να εύρη ουδέ έν· αλλ αξιόλογον απόσπασμα διθυράμβου του τετάρτου αιώνος, όπου ο ποιητής παριστά τον Αρίονα, περιήλθεν εις ημάς ως ιδικόν του κατά παραδρομήν του Αιλιανού, του διηγουμένου τον μύθον της διασώσεως του ποιητού. Ζώων ιδιότ. ΙΒ . 3",3,1
"ΑΡΚΑΣ. Έτσι δείχνει. Σωπαίνει και για σένα• από κάποια όμως λόγια του πιστεύω πως του έχει την ψυχή κυριέψει ο πόθος να σε αποχτήση. Μη, ω μην τον αφίνης στον εαυτό του μόνο! η οργή στο στήθος μην του ωριμάση και σου φέρη τρόμο, κι αργά θα θυμηθής μετανιωμένη τα πιστά μου τα λόγια. 2",2,1
"ΑΦΡ. Σὺ μὲν ἀποδημήσεις ὡς ἐπὶ θέαν δὴ τῆς Ἑλλάδος, κἀπειδὰν ἀφίκῃ ἐς τὴν Λακεδαίμονα, ὄψεταί σε ἡ Ἑλένη, τοὐντεῦθεν δὲ ἐμὸν ἂν εἴη τὸ ἔργον, ὅπως ἐρασθήσεταί σου καὶ ἀκολουθήσει. 1",0,0
"ΑΧ. Ὦ παῖ Νέστορος, ἀλλὰ τότε μὲν ἄπειρος ἔτι τῶν ἐνταῦθα ὤν, καὶ τὸ βέλτιον ἐκείνων ὁπότερον εἴη ἀγνοῶν, τὴν δύστηνον ἐκείνην δόξαν προετίμων τοῦ βίου, νῦν δὲ συνίημι ἤδη ὡς ἡ δόξα μὲν ἀνωφελής, εἰ καὶ ὅτι μάλιστα οἱ ἄνω ῥαψῳδήσουσι· μετὰ νεκρῶν δὲ ὁμοτιμία, καὶ οὔτε τὸ κάλλος ἐκεῖνο, ὦ Ἀντίλοχε, οὔτε ἡ ἰσχὺς πάρεστιν, ἀλλὰ κείμεθα ἅπαντες ὑπὸ τῷ αὐτῷ ζόφῳ, ὅμοιοι καὶ οὐδὲν ἀλλήλων διαφέροντες, καὶ οὔτε οἱ τῶν Τρῴων νεκροὶ δεδίασί με, οὔτε οἱ τῶν Ἀχαιῶν θεραπεύουσιν, ἰσηγορία δὲ ἀκριβὴς καὶ νεκρὸς ὅμοιος “ἠμὲν κακὸς ἠδὲ καὶ ἐσθλός”. ταῦτά με ἀνιᾷ καὶ ἄχθομαι, ὅτι οὐ θητεύω ζῶν. 1",0,0
"Αίφνης ακούει έξω την φωνήν του Πρίορ. Είχεν έλθει να παραλάβει το ταχυδρομείον των κυριών και κατελήφθη υπό της κατεγίδος. Ο ξενοδόχος τον αναβιβάζει εις υψηλόν τι δωμάτιον άνωθεν του δωματίου, του Έδμον, ενώ αυτός εσκέπτετο ότι ίσως ο μισητός αυτός άνθρωπος κρατεί εις χείρας του την επιστολήν εκείνην που της έστειλε, όταν ήτο άρρωστος. 2",3,1
"Αθηναίων Πολιτεία Ιστορία πολιτική και πολιτεία των Αθηνών, η κυριωτέρα της μεγάλης «περί πολιτευμάτων» συγγραφής του Αριστοτέλους, θαυμάζεται εν αυτή η λιτότης, και η τάξις της συγγραφής, παρεχούσης πλείστας πολιτειακάς μελέτας. 3",3,1
"Αι αναφοραί όπως και αι διαφοραί των αισθητών δεν είναι αισθηταί και μόνον το πνεύμα συλλαμβάνει αυτάς. Αν λ.χ. πολλαί αντιλήψεις αποτελώσιν ενότητα, αν η μία είναι αίτιον και η άλλη αποτέλεσμα, η ενότης και η σχέσις της αιτιότητος είναι μόνον προς την συνείδησιν, η δε αίσθησις είναι όλως ξένη προς αυτάς. 3",3,1
"Αι δύο αύται πρόσοδοι ήσαν ιδίως αποτεταγμέναι μέχρι ποσού 4,250,000 φρ. ετησίως εις την υπηρεσίαν ετέρου δανείου. Υπελείπετο δ όμως οπωσδήποτε περίσσευμα περίπου 90,000 λιρών. Η δε Ελληνική κυβέρνησις υπεχρεούτο να μη φέρη τυχόν μεταβολάς σκοπούσας την μείωσιν των προσόδων τούτων βλ. άρθρ. 15 και . 3",3,1
"Αι δύο επόμεναι των σωζομένων κωμωδιών εγράφησαν υπό τον φόβον της ολιγαρχίας του Τα πολιτικά τότε ήσαν επικίνδυνα, ο δε Αριστοφάνης προσπαθεί ν αντισηκώση, την έλλειψιν αυτών διά τολμηράς ασεμνολογίας. Η Λυσιστράτη θα ήτο καλλίστη κωμωδία· η ηρωίνη είναι πραγματικός τύπος, είδος θηλυκού Πισθεταίρου μετά υψηλοτέρων αρχών και ολιγωτέρας ευθυμίας. Η βάσις του έργου η απεργία των γυναικών και η άρνησις αυτών να έλθωσιν εις οιανδήποτε σχέσιν προς τους συζύγους των, αν μη συνάψωσιν ειρήνην ήτο δεκτική πολλών τρόπων διεξαγωγής· το δε περίεργον είναι ότι ο Αριστοφάνης, ενώ φαίνεται γελωτοποιών τας γυναίκας, ήτο θερμός φίλος αυτών. Αι αστειολογίαι, τας οποίας κάμνει το «ανώτερον» φύλον εις βάρος του «κατωτέρου» διά να μεταχειρισθώμεν τα ρωμαϊκά των ονόματα σπανίως διακρίνονται διά την αβρότητα ή την λεπτότητα. Εκ φυσικής ευθυμίας ο Αριστοφάνης ηγάπα να προσάπτη εις οιονδήποτε ό,τι του κατέβαινεν εις τον νουν. Και όμως εξαιρουμένης της περισσής φιλοποσίας, την οποίαν αποδίδει εις τας γυναίκας τοιούτοι πότοι θα ωμοίαζον προς τα ιδικά μας δειλινά τέια εν τω συνόλω παριστάνει αυτάς πολύ κοσμιωτέρας παρά τους άνδρας. Εννοείται ότι η χειραφεσία των γυναικών ήτο μία των τότε ιδεών· περί αυτής δ έγραψε δύο κωμωδίας ο Αριστοφάνης και ανά μίαν οι δύο άλλοι κωμικοί, ο Αμφις και ο Άλεξις. Και ταύτα, πριν ακόμη ο Πλάτων εκφράση την περιβόητόν του γνώμην και οι κυνικοί αρχίσωσι τα υπέρ των γυναικών κηρύγματά των. Ήτο φυσικόν του Αριστοφάνους ν αρπάζη και επιπολαίως να πραγματεύεται πολλάς των προηγμένων θεωριών του καιρού του· εάν ενεβάθυνε περισσότερον, θα απεικόνιζε τα πράγματα σπουδαιότερα και θα εχάλα το έργον του. Διά τούτο πάντοτε αποσύρεται πριν εννοήση πολλά και χρησιμοποιεί οσαδήποτε γνωρίζει και όσα οπωσδήποτε συμπαθεί διά ν αλατίση τα σκώμματά του. 2",3,1
"Αι επιθυμίαι ημών εξεκαύθησαν εκ των παρασκευών τούτων. Ασθμαίνομεν εξ αγωνίας, και διά πάντων των δυνατών μέσων προκαλούμεν την προσοχήν των καρχαριών, οίτινες δεν θα φύγωσι πλέον. 3",3,1
"Αι κατάπυκνοι και μυροβολούσαι σελίδες του καταστίχου τούτου ωμοίαζον με πίονας αγρούς, με γην αγαθήν. Ό,τι έσπειρε τις εν αυτώ, εκαρποφόρει πενταπλασίως. 2",3,1
"Αι πτωχεύσεις, αίτινες έχουσι τας ανωτέρω αιτίας, παρουσιάζουσι σπατάλην απλού κεφαλαίου. Όταν το κεφάλαιον θα είναι κοινόν, τότε θα σπαταληθή περισσότερον, ή ολιγώτερον; 2",3,1
"Ακούοντας τα λόγια αυτά, εχαιρέτησα για να δείξω την ευγνωμοσύνην μου, διότι η καταθλιπτική εντύπωσις του μεγαλείου αυτού, των αρωμάτων, της μουσικής, του εκκεντρικού τρόπου με τον οποίον μου μιλούσε, με έκαμναν ανίκανον να εκφράσω με λόγια την σημασίαν που απέδιδα σε μια τόσο κολακευτική για μένα εξαίρεσι. 2",3,1
"Ακούσας δε ο Κλέαρχος ταύτα, ηρώτησε τον απεσταλμένον: «Πόση είναι η έκτασις της μεταξύ του Τίγρητος και της διώρυγος ευρισκομένης χώρας». Ούτος δε είπεν: «ότι είναι πολλή και ότι υπάρχουν εν αυτή και κώμαι και πολλαί και μεγάλαι πόλεις». 3",3,1
