text,mask,Classified
Σήμερα διαπιστώνουμε ότι η πραγματικότητα είναι πολύ διαφορετική και ότι υπάρχει μεγάλη ευθραυστότητα στη Λατινική Αμερική ως αποτέλεσμα της ρωσικής και της ασιατικής κρίσης .,1,Καθαρεύουσα
Είχε όλες τις πληροφορίες και για ευνόητους λόγους τις κράτησε για τον εαυτό του .,1,Δημοτική
"Ας αποκαταστήσουμε τα δημόσια οικονομικά που μας αφορούν , ας ρυθμίσουμε υγιείς οικονομικές αγορές και ας διασφαλίσουμε τις οικονομικές μεταρρυθμίσεις που χρειάζονται στο όνομα της ανάπτυξης προκειμένου η βιομηχανία να συνεχίσει να είναι ανταγωνιστική στο μέλλον .",1,Καθαρεύουσα
Δεν μπορεί όμως στο όνομά της να αναιρούνται τα δικαιώματα των πολιτών και να προωθούνται τα συμφέροντα της αγοράς και των μονοπωλίων .,1,Καθαρεύουσα
"Έτσι , η εν λόγω ανακοίνωση παρέχει στους ενδιαφερόμενους κύκλους , ένα πολυσήμαντο και επιβοηθητικό προσανατολισμό .",1,Καθαρεύουσα
"Επίσης , θα χρειαστούμε σαφείς δεσμεύσεις μεσοπρόθεσμα από χώρε εκτός της Ευρώπης . "" ευθύνη των λίγων θα πρέπει να γίνει τώρα ευθύνη των πολλών .",1,Καθαρεύουσα
Ως εκ τούτου δεν είναι δυνατό να χρησιμοποιήσουμε τη δική της εκτίμηση για τον καθορισμό μιας οριακής τιμής .,1,Καθαρεύουσα
"Μέχρι σήμερα , δεν χρησιμοποιήθηκε παρά μόνο μία φορά και σε μία περίπτωση η οποία αφορούσε κοινωνικά προβλήματα και όχι προβλήματα εμπορικής απάτης .",1,Καθαρεύουσα
Στα τέλη της δεκαετίας του 80 άρχισε να ωριμάζει στη Σουηδία η πολιτική δέσμευση για την Ευρώπη .,1,Καθαρεύουσα
Με βοήθησε να μάθω τις πρωτεύουσες τη Ευρώπης- και με δυσκολία μπορώ να μετρήσω τις εκκλησίες που επισκέφτηκα στην Ευρώπη στην πορεία .,1,Καθαρεύουσα
"Να κάνετε περισσότερα και γρηγορότερα , κύριε Reinfeldt , κύριε Barroso , να τι προσδοκά επίσης η Ομάδα PPE από εσάς σε ό , τι αφορά την καταπολέμηση της παγκόσμιας υπερθέρμανσης .",1,Καθαρεύουσα
"Δεν νομίζω ότι όσοι λένε ότι το αποτέλεσμα αυτής της κατάστασης θα είναι η επόμενη κρίση , είναι προφήτες κακών .",1,Καθαρεύουσα
"Γνωρίζω ότι υπάρχουν τώρα 27 σχέδια ανάκαμψης της οικονομίας σε εθνικό επίπεδο , αλλά στο πλαίσιο αυτών των σχεδίων διαπιστώνουμε μια σειρά μέτρων προστατευτισμού .",1,Καθαρεύουσα
Γιατί δεν το κάνετε ;,0,---
"Περιμένουμε με ανυπομονησία να δούμε τι συμβαίνει με τη στρατηγική για τη Βαλτική και θα στήριζα τον Προεδρεύοντα του Συμβουλίου , εάν επρόκειτο να επικεντρωθεί στο διάλογο με τη Ρωσία .",1,Καθαρεύουσα
"Αυτό που εγώ και πολλοί από τους συμπολίτες μας αναζητούμε στο πρόγραμμα είναι τα δικαιώματα των εργαζομένων , που έχουν έρθει στο επίκεντρο του ενδιαφέροντος μετά τις αποφάσεις του δικαστηρίου , και τα κοινωνικά θέματα , στα οποία δεν βλέπουμε να υπάρχουν απαντήσεις .",1,Καθαρεύουσα
"Ως εκ τούτου , θα κάνω ό , τι μπορώ στο πλαίσιο του ρόλου μου .",1,Δημοτική
"Μου έχει ανατεθεί από το Ευρωπαϊκό Συμβούλιο να διασφαλίσω ότι η συνεργασία μας και ο σεβασμός εκ μέρους μας της ακεραιότητας του Ευρωπαϊκού Κοινοβουλίου συνδέονται με διαφάνεια - είτε βάσει της συνθήκης της Νίκαιας , είτε βάσει της συνθήκης της Λισαβόνας - στο πλαίσιο της διαδικασίας μας υπόδειξης υποψηφίου για τη θέση του Προέδρου της Επιτροπής .",1,Καθαρεύουσα
"Πέραν αυτών των δύο μεγάλων θεμάτων , υπάρχει μια δημοκρατική απαίτηση που αφορά τη διαδικασία για την οποία εσείς , η σουηδική Προεδρία , είστε υπεύθυνοι . """,1,Καθαρεύουσα
Υπήρξα μάρτυρας του τρόπου με τον οποίο η Επιτροπή - και πιστεύω και ο ίδιος ότι αυτό είναι σημαντικό - κατάφερε να υπερασπιστεί την αρχή της εσωτερικής αγοράς σε μια χρονική στιγμή κατά την οποία πολλοί προσπαθούν να την υπονομεύσουν και να εισαγάγουν τον προστατευτισμό .,1,Καθαρεύουσα
"Οι όροι εργασίας των εργαζομένων έχουν υποβαθμιστεί μετά την απόφαση Laval και μετά τις αποφάσεις Viking , Rüffert και Luxembourg .",1,Καθαρεύουσα
Θα είναι συναρπαστικό να δούμε αν θα είναι όντως αποτελεσματικό αυτό το νέο μέσο για τον έλεγχο της επικουρικότητας .,1,Καθαρεύουσα
"Πρώτον , είναι εξαιρετικής σημασίας να καταστεί η νέα Επιτροπή το συντομότερο δυνατό λειτουργική . "" θεσμική αβεβαιότητα δεν μπορεί να χρησιμοποιείται ως άλλοθι για την καθυστέρηση του σχηματισμού της νέας Επιτροπής .",1,Καθαρεύουσα
Αυτές οι δραστηριότητες είναι πολυάριθμες .,0,---
( Χειροκροτήματα ),0,---
"Όπως όμως επεσήμανα εχθές , πολλά κράτη μέλη έχουν ήδη δημοσιεύσει ενοποιημένες εκδόσεις της Συνθήκης .",1,Καθαρεύουσα
"Πιστεύω ότι είναι πιο αναγκαία από ποτέ η καταπολέμηση της εξάπλωσης ενός φαινομένου που αποτρέπει τον θεμιτό ανταγωνισμό μεταξύ επιχειρήσεων και τοπικών περιοχών , προκαλεί διοικητικές δυσκολίες και έχει εξαιρετικά δυσμενείς επιπτώσεις σε εργαζόμενους που απασχολούνται νόμιμα .",1,Καθαρεύουσα
""" ευθύνη κατά τη διάρκεια της προσωρινής αποθήκευσης θα πρέπει να βαρύνει τον ιδιοκτήτη της αποθηκευτικής εγκατάστασης , ενώ τα κράτη μέλη θα πρέπει να αναλάβουν τη διοικητική και οικονομική ευθύνη της ασφαλούς τελικής διάθεσης .",1,ΚΝΕ
"Τα μέτρα που λαμβάνονται για την αποστέρηση του δικαιώματος του εκλέγεσθαι από δεκάδες πολίτες στις περιφερειακές και τοπικές εκλογές που πρόκειται να πραγματοποιηθούν στη Βενεζουέλα είναι απαράδεκτα . "" απέλαση οργανώσεων προστασίας των ανθρώπινων δικαιωμάτων , όπως εκπροσώπων της ΜΚΟ Human Rights Watch , απλώς και μόνον επειδή έκαναν συναφείς παρατηρήσεις , είναι απαράδεκτη .",1,Καθαρεύουσα
"Συμφωνώ με τα κύρια σημεία της έκθεσης , κατά την οποία οι προσπάθειες για την καταπολέμηση αυτού του φαινομένου πρέπει να εντατικοποιηθούν .",1,Καθαρεύουσα
"Στο περιβάλλον ο υδράργυρος μπορεί να μετασχηματισθεί σε μεθυλυδράργυρο και να συγκεντρώνεται στην τροφική αλυσίδα , ιδίως σε υδάτινο περιβάλλον .",1,Καθαρεύουσα
Τα κράτη μέλη που θέλουν το κάνουν αυτό μέσω θεσμοθετημένων κατώτατων μισθών είναι ελεύθερα να το πράξουν .,1,ΚΝΕ
"γραπτώς . - ( IT ) Τα προβλήματα της λειψυδρίας και της ξηρασίας , που σχετίζονται άμεσα , επηρεάζουν πολλά μέρη της νότιας Ευρώπης ιδίως , με καταστροφικές συνέπειες για το περιβάλλον και για τους αυτόχθονες κατοίκους .",1,Καθαρεύουσα
"Παρά τη διαδικασία αυτή της υιοθέτησης της Κοινότητας , είναι στοιχειώδες να διασφαλιστεί ότι το IASB λειτουργεί σωστά και η δημιουργία Ομάδας Παρακολούθησης είναι θετικό βήμα .",1,Καθαρεύουσα
"Το ενδεχόμενο των τελευταίων οικονομιών να υποστούν ύφεση θα πρέπει να χρησιμοποιηθεί για τη δική τους πρώτα αναζωογόνηση και , με τη βοήθεια αυτής της χρηματοδότησης και της τεχνογνωσίας , μπορούν να γίνουν κέντρα σταθερότητας γύρω από τα οποία το οικονομικό και χρηματοοικονομικό σύστημα της Ευρωπαϊκής Ένωσης μπορεί να ανακτηθεί πιο γρήγορα .",1,Καθαρεύουσα
"Το μόνο που μπορώ να υποσχεθώ είναι ότι η γαλλική Προεδρία θα καταβάλει κάθε δυνατή προσπάθεια -και επαναλαμβάνομαι εν προκειμένω- ενώ παράλληλα θα ληφθεί υπόψη η γνώμη που εξέφρασε το Κοινοβούλιο , το οποίο κατάφερε να εγκρίνει μια δική του ισορροπημένη θέση , μια θέση που είναι πλέον εξαιρετικά πολύτιμη σε αυτήν τη δύσκολη συζήτηση .",1,Καθαρεύουσα
"Ένα πολύ άκαμπτο νομικό πλαίσιο δεν είναι πάντοτε ο καλύτερος τρόπος για την επίτευξη των επιδιωκόμενων στόχων , λαμβάνοντας υπόψη τις διαφορετικές καταστάσεις .",1,ΚΝΕ
Ένα τέτοιο δίκτυο θα πρέπει να αποτελείται από οργανώσεις ασθενών από όλα τα Κράτη Μέλη και θα πρέπει να συνεργάζεται στενά με τον τομέα της υγείας και τους υπεύθυνους χάραξης πολιτικής .,1,Καθαρεύουσα
Προεδρεύων του Συμβουλίου .,0,---
"Σε αντίθετη περίπτωση , αποκτά ακόμη πιο θετική σημασία η υποβολή αυτής της τροπολογίας .",1,Καθαρεύουσα
3 .,0,---
"Όπως τονίζεται στην έκθεσή μου , οι συνέπειες της κρίσης στις γυναίκες ήταν πιο σοβαρές και μακροχρόνιες απ ό , τι στους άντρες .",1,Καθαρεύουσα
"Δεν θέλουμε να περιμένουμε άλλα εκατό χρόνια για να διαπιστώσουμε ότι είναι αυτονόητο το δικαίωμα των γυναικών να οργανώνουν τη ζωή τους ανεξάρτητα από τις αποφάσεις των ανδρών , παρά το γεγονός ότι έχουν παιδιά που εξαρτώνται από αυτές .",1,Καθαρεύουσα
Πιστεύω ότι δεν χρειαζόμαστε απλώς βελτιωμένη συνεργασία μεταξύ των εθνικών ακτοφυλακών .,0,---
"Είναι πιθανόν ότι δεν θα ενισχύσουμε θεμελιωδώς την παγκόσμια ανταγωνιστικότητα κατ αυτόν τον τρόπο , και είναι πολύ πιο πιθανό ότι θα υπονομεύσουμε αμετάκλητα την κοινωνική συνοχή και θα δημιουργήσουμε διαχωριστικές γραμμές στην κοινωνία .",1,Καθαρεύουσα
Πιστεύω ότι είναι καιρός να ενώσουμε τις προσπάθειές μας και να εξαπολύσουμε μια αποφασιστική και διαρκή επίθεση κατά του υπερβολικού βάρους και της παχυσαρκίας .,1,Καθαρεύουσα
"Από αυτήν την άποψη , πράγματι μόλις συνήψαμε συμφωνία με τη Γαλλία και είμαι βέβαιος ότι οι λεπτομέρειες αυτής της συμφωνίας θα δημοσιευτούν τις επόμενες ημέρες .",1,Καθαρεύουσα
Πρέπει όμως αυτό να μπορεί να γίνεται με μια σχετική ισότητα ευκαιριών και μεταχείρισης .,1,Καθαρεύουσα
Επιτρέψτε μου τώρα να θίξω ορισμένα σημεία που προέκυψαν και τα οποία θα ήθελα να σχολιάσω άμεσα .,1,Καθαρεύουσα
"Έχουμε τώρα μια γραπτή δήλωση , καθώς και συναίνεση , επομένως ελπίζω ότι η Επιτροπή θα κάνει κάτι τέτοιο .",1,Καθαρεύουσα
"Θα ήθελα να προσθέσω ότι σήμερα τη στιγμή που η Ευρώπη φαίνεται και αποδεικνύεται ανίκανη να αντιταχθεί στην παρουσία φασιστών εντός μιας κυβέρνησης της Ευρωπαϊκής Ένωσης , είναι πλέον απαράδεκτο να επιβάλουμε έναν υπερφιλελευθερισμό καταστροφικό για τις δημόσιες υπηρεσίες , στο όνομα της ίδιας αυτής Ευρώπης .",1,Καθαρεύουσα
16 .,0,---
"Michel Raymond , Jean Saint-Josse και εγώ , καταψηφίσαμε αυτή την τροπολογία .",0,---
Αυτό δείχνει ότι ο ανταγωνισμός πραγματικά λειτουργεί .,0,---
Η κατάργηση της δημόσιας υπηρεσίας θα είναι ένα εξαιρετικά σοβαρό θέμα για αυτό και θέλουμε να ξέρουμε τις προθέσεις της Επιτροπής .,1,Καθαρεύουσα
Κηρύσσω τη διακοπή της συνόδου του Ευρωπαϊκού Κοινοβουλίου .,0,---
"Αν δεν είναι λιγότερο σημαντική , τότε γιατί δεν έχουμε ήδη απαγορεύσει την εισαγωγή βοδινού από τη Βραζιλία ;",1,Καθαρεύουσα
"Μέλος της Επιτροπής . - Κύριε Πρόεδρε , αξιότιμα Μέλη του Κοινοβουλίου , βάσει του συμφωνηθέντος κειμένου , ο υδράργυρος που δεν χρησιμοποιείται πλέον στη βιομηχανία χλωριούχων αλκαλίων ή παράγεται σε άλλες βιομηχανικές εργασίες θα θεωρείται ως απόβλητο και θα αποθηκεύεται με ασφάλεια μόλις αρχίσει να ισχύει η απαγόρευση των εξαγωγών , δηλαδή στις 15 Μαρτίου του 2011 .",1,Καθαρεύουσα
"εισηγήτρια . - ( SL ) Ο ρόλος της πυρηνικής ενέργειας καθίσταται ολοένα και εμφανέστερος , όχι μόνο στην Ευρώπη αλλά και παγκοσμίως . "" αξιοπιστία του εφοδιασμού , η ανταγωνιστικότητα της ενεργειακής αγοράς , καθώς και η ελαχιστοποίηση του περιβαλλοντικού αντικτύπου της παραγωγής και χρήσης της ενέργειας αποτελούν τις βάσεις της ενεργειακής πολιτικής της Ευρωπαϊκής Ένωσης .",1,Καθαρεύουσα
"Παρά το γεγονός ότι όλες οι γλώσσες είναι ίσης σημασίας από πολιτισμική άποψη , δεν είναι λογικό να υιοθετήσουμε την άποψη ότι τα θεσμικά όργανα της Ευρωπαϊκής Ένωσης θα μπορούσαν να λειτουργήσουν αν τις χρησιμοποιούσαμε όλες στο ίδιο επίπεδο .",1,Καθαρεύουσα
"Επίσης , ο οδοντικός υδράργυρος διαχέεται στην ατμόσφαιρα στο πλαίσιο της αποτέφρωσης αποβλήτων των κοινοτήτων .",1,Καθαρεύουσα
Συνοπτικά Πρακτικά,0,---
Θέλω να προσθέσω ότι πρέπει να προστατευθούν όχι μόνο από τις μεγάλες γλώσσες της Ευρωπαϊκής Ένωσης αλλά και από τις μεγάλες μη ευρωπαϊκές γλώσσες .,1,Καθαρεύουσα
"Αν η Επιτροπή επιθυμεί να είναι ρηξικέλευθη , τώρα είναι η στιγμή να θέσει σε εφαρμογή αυτά τα σημεία της συζήτησης .",1,Καθαρεύουσα
Το Κοινοβούλιο ήδη από το 1992 είχε τηρήσει κριτική στάση σε σχέση με τη δημιουργία αυτού του κέντρου πληροφόρησης .,1,Καθαρεύουσα
"Η Επιτροπή δεν έπαψε να σκοπεύει να προωθήσει την εισαγωγή ενός οριστικού συστήματος συλλογής και καθορισμού του υπόχρεου ΦΠΑ , το οποίο θα βασίζεται στην αρχή ενός ενιαίου τόπου φορολόγησης .",1,Καθαρεύουσα
"Ωστόσο , κατά την προσωπική μου γνώμη και κατά τη γνώμη της πλειοψηφίας της Επιτροπής Οικονομικής , Νομισματικής και Βιομηχανικής Πολιτικής η πρόταση αυτή είναι διάτρητη από τις πάρα πολλές εξαιρέσεις .",1,Καθαρεύουσα
Κάθε αστυνομική υπηρεσία που έχει το δικαίωμα να παρεμβαίνει σε δικαιώματα των πολιτών χρειάζεται κοινοβουλευτικό έλεγχο .,1,Καθαρεύουσα
Η ζωή στην γη μας υπήρξε πάντοτε πολύ δύσκολη .,0,---
"Πιστεύω ότι , με αφορμή τη σημερινή συζήτηση , πρέπει να απευθύνουμε έντονη έκκληση προς το Συμβούλιο να επισπεύσει τη σύναψη συμφωνίας για την αλληλέγγυα υποδοχή και για τη θέσπιση ενός καθεστώτος το οποίο θα προσφέρει στους πρόσφυγες δικαιώματα και προστασία .",1,Καθαρεύουσα
Δεν χρειάζεται ίσως να προσθέσω πως σε αυτό το πλαίσιο επικρατεί όλο και μεγαλύτερη ανησυχία σχετικά με τις περιβαλλοντικές επιπτώσεις από την καύση ορυκτών καυσίμων .,1,Καθαρεύουσα
"Ωστόσο , τασσόμαστε κατά του ψηφίσματος , επειδή δεν αφορά , όπως αρχικά ήταν ο σκοπός , επείγουσα περίπτωση , αλλά τον νόμο περί ασύλου στην Ευρωπαϊκή Ένωση γενικά και τη σχέση μεταξύ δύο κρατών μελών της ΕΕ , των Κάτω Χωρών και του "" νωμένου Βασιλείου , όσον αφορά το δύσκολο αυτό ζήτημα .",1,Καθαρεύουσα
"( GA ) Κύριε Πρόεδρε , δεν είμαι μέλος της Επιτροπής Βιομηχανίας , Έρευνας και Ενέργειας ( ITRE ) · θα έπρεπε να είμαι , θα ήθελα να είμαι και ελπίζω να γίνω μέλος της .",1,Καθαρεύουσα
Αυτό είναι καλό σημάδι και οι ευρωπαίοι παραγωγοί και καταναλωτές που ενδιαφέρονται για την ποιότητα το ζητούσαν εδώ και χρόνια .,1,Καθαρεύουσα
"Γνωρίζουμε , και οι καταναλωτές το γνωρίζουν , ότι οι χώρες εκτός της ΕΕ διαθέτουν -είναι επώδυνο να το λέμε , όμως γνωρίζουμε ότι είναι αλήθεια και δεν υπάρχει λόγος να προσπαθούμε να το κρύψουμε , κυρίες και κύριοι- λιγότερο αυστηρούς κανόνες οι οποίοι είναι λιγότερο ευαίσθητοι απέναντι σε πολλές πτυχές που πολλοί από τους συναδέλφους μου μας υπενθύμισαν ήδη : τις συνθήκες εργασίας , την προστασία των ανηλίκων , των γυναικών , των εργαζομένων , αλλά και την ευαισθητοποίηση απέναντι στα πρότυπα και τις ουσίες που χρησιμοποιούνται .",1,Καθαρεύουσα
Συζητάμε ήδη για όλα αυτά .,0,---
"Στο κάτω κάτω της γραφής , δεν πρέπει μόνο οι τραπεζίτες αλλά και οι πολιτικοί να δαπανούν με σύνεση τα χρήματα των πολιτών .",1,Καθαρεύουσα
"Συγκεκριμένα , θα πρέπει να εξεταστούν λεπτομερώς οι διατάξεις σχετικά με την καταπολέμηση της διαρροής διοξειδίου του άνθρακα , τη χρήση των εσόδων από τον εκπλειστηριασμό , την απαιτούμενη ευελιξία για να επιτευχθούν οι εθνικοί στόχοι και την αύξηση από το 20 % στο 30 % , καθώς και οι συγκεκριμένες περιπτώσεις ορισμένων κρατών μελών .",1,ΚΝΕ
( EN ) Και εγώ με τη σειρά μου θα ήθελα να καλωσορίσω τον Προεδρεύοντα και να δώσω στη Γαλλία τις καλύτερες ευχές μου για την Προεδρία της .,1,Καθαρεύουσα
"Όσον αφορά την αύξηση στις τιμές των τροφίμων , πρόκειται για ένα πολύπλοκο φαινόμενο που έχει αρκετές και βαθιές αιτίες και πολλές συνέπειες .",1,ΚΝΕ
"Δεδομένου ότι ο ευρωπαϊκός προϋπολογισμός είναι περιορισμένος , και τα κράτη μέλη αντιμετωπίζουν σοβαρές δυσχέρειες όσον αφορά τα δημόσια οικονομικά τους , οπότε δεν μπορούν να επιτρέψουν την αποστολή επιπλέον χρημάτων στις Βρυξέλλες , είναι επίσης αναγκαίο να δηλωθεί σαφώς το πού θα μπορούσαν να γίνουν περικοπές .",1,Καθαρεύουσα
37 δεν θα εξεταστεί δεδομένου ότι το θέμα της καλύφθηκε από άλλο θέμα της ημερησίας διάταξης αυτής της περιόδου συνόδου .,1,Καθαρεύουσα
Αυτή η ομάδα περιφερειών βρίσκεται αντιμέτωπη με σοβαρές προκλήσεις και πρέπει να συνεχίσει στο μέλλον να ωφελείται από ειδικές προβλέψεις σε σχέση με την εφαρμογή των ευρωπαϊκών πολιτικών .,1,Καθαρεύουσα
"Κάθε φορά που αναφέρομαι στην αύξηση του οργανωμένου εγκλήματος σε δημόσιες συναντήσεις , η μόνιμη αντίδραση του κοινού είναι : "" Τι κάνετε λοιπόν γι αυτό ;",1,Καθαρεύουσα
Αναλάβετε δράση .,0,---
Το οργανωμένο έγκλημα και τα νομιμοποιημένα έσοδα βλάπτουν κατά συνέπεια τη νόμιμη οικονομία της Ευρωπαϊκής Ένωσης .,1,Καθαρεύουσα
Ας είμαστε απολύτως σαφείς στο θέμα αυτό .,0,---
"Έχω την αίσθηση , κυρίες και κύριοι , ότι αυτό δεν λειτουργεί και πολύ καλά στο Βέλγιο και νομίζω ότι θα πρέπει να οργανώσετε κάποιου είδους έλεγχο για να διερευνήσετε αν όντως τα κράτη μέλη έχουν την ικανότητα να κατοχυρώσουν αυτήν την ασφάλεια με προορατικό τρόπο στα εθνικά σιδηροδρομικά τους συστήματα .",1,Καθαρεύουσα
"Κύριε Πρόεδρε , αγαπητοί συνάδελφοι , αξιότιμε κύριε Επίτροπε , θα ήθελα να συγχαρώ ειλικρινά την εισηγήτρια για την παρούσα έκθεση .",1,Καθαρεύουσα
Ελπίζω ότι θα επιδείξουμε στις περιπτώσεις αυτές τη θέληση για πραγματική κάλυψη των ελλείψεων στις οποίες αναφέρθηκε η κ . Langenhagen .,1,Καθαρεύουσα
"Αυτό , όμως , που χρειαζόμαστε , είναι μια διαφορετική αντίληψη των κοινωνικών υπηρεσιών για παιδιά με σοβαρές διανοητικές αναπηρίες και μια διαφορετική στάση της κοινωνίας και των θεσμών απέναντι σε αυτά . "" απομόνωση αυτών των παιδιών σε δυσπρόσιτα χωριά και μικρές πόλεις είναι μια πρακτική που έχει εγκαταλειφθεί προ πολλού στην Ευρώπη .",1,Καθαρεύουσα
"Το Βέλγιο επιδοτεί τους σιδηροδρόμους του με 32 λεπτά του ευρώ ανά επιβάτη για κάθε χιλιόμετρο . """,1,Καθαρεύουσα
Θέλουμε να συνεχίσουμε να επιδεικνύουμε την ίδια μέριμνα με τα αρχεία των εργασιών μας .,1,Καθαρεύουσα
""" Υπηρεσία Ολομέλειας δεν συμφωνεί , αλλά θα ζητήσω από τον κ . Davies να παράσχει εξηγήσεις εν συντομία .",1,Καθαρεύουσα
"( IT ) Κύριε Πρόεδρε , κυρίες και κύριοι , θα ήθελα απλώς να σας υπενθυμίσω ότι , σήμερα το πρωί στο Αφγανιστάν , δύο στρατιώτες της ταξιαρχίας Taurinense σκοτώθηκαν κατά τη διάρκεια επίθεσης .",1,Καθαρεύουσα
"Θεωρώ πως μπορώ να το πω αυτό λόγω του άρθρου 96 , που αναφέρει ότι "" το Κοινοβούλιο μεριμνά για τη μεγαλύτερη δυνατή διαφάνεια των δραστηριοτήτων του "" , επομένως , κάθε προσπάθεια για περιορισμό της παροχής πληροφοριών σε κράτη μέλη της Ευρωπαϊκής Ένωσης , όπως και της πρόσβασης σε αυτές , υπονομεύει αυτό το θεμελιώδες δικαίωμα και αντίκειται στην ιδέα της Ένωσης , στον Κανονισμό του Ευρωπαϊκού Κοινοβουλίου , στις υφιστάμενες συμφωνίες , ενώ παραβιάζει θεμελιώδη ανθρώπινα δικαιώματα στην Ευρωπαϊκή Ένωση .",1,Καθαρεύουσα
"( ΕΝ ) Κύριε Πρόεδρε , το γεγονός ότι εκφράζονται ανησυχίες για τον ενεργειακό εφοδιασμό αποτελεί ένα από τα κυριότερα και σημαντικότερα ζητήματα που αντιμετωπίζει η Ευρωπαϊκή Ένωση , καθότι συνδέεται με τις ανησυχίες σχετικά με την αλλαγή του κλίματος . "" ασφάλεια του εφοδιασμού και το αυξανόμενο κόστος , με τιμές έως και 100 % υψηλότερες τα τελευταία πέντε χρόνια , αποτελούν εξαιρετικά μεγάλες ανησυχίες .",1,Καθαρεύουσα
Εκείνοι που πέτυχαν τόσα πολλά σε τόσο σύντομο χρονικό διάστημα θα πρέπει να ξεχειλίζουν από αυτοπεποίθηση και υπερηφάνεια .,1,Καθαρεύουσα
"Ήταν μια ήσυχη νύχτα που την απολάμβαναν όλοι αναλογιζόμενοι τις διαιρέσεις του παρελθόντος , την αγωνία των οικογενειών που είχαν διαλυθεί από μια αυθαίρετη πράξη της ιστορίας · μια ήσυχη νύχτα κατά τη διάρκεια της οποίας έκανα σκέψεις για την Ευρώπη μας , που είχε απαλλαγεί από το μίσος και τις συγκρούσεις , μια Ευρώπη που ήθελα να είναι ενωμένη , ισχυρή και γενναιόδωρη την ίδια στιγμή .",1,Καθαρεύουσα
"Στις 28 Νοεμβρίου 1989 , το Κοινοβούλιο ενέκρινε ένα πολύ σημαντικό ψήφισμα επιβεβαιώνοντας , και παραθέτω αυτούσια , ότι "" όλοι οι λαοί της Ευρώπης , συμπεριλαμβανομένου του πολωνικού λαού , έχουν , σύμφωνα με την Τελική Πράξη του Ελσίνκι , το δικαίωμα να ζουν εντός ασφαλών συνόρων , όπως έχουν επί του παρόντος καθοριστεί "" .",1,Καθαρεύουσα
Σας ευχαριστούμε ιδιαίτερα για τον ευαίσθητο χειρισμό σας του επικείμενου ιρλανδικού δημοψηφίσματος που απαιτείται για την επικύρωση της Συνθήκης της Λισαβόνας .,1,Καθαρεύουσα
"Νομίζω ότι συγκαταλέγεται μεταξύ των αξιών που συνθέτουν την ευρωπαϊκή ενότητα , και ότι επίσης στηρίζει μια ορισμένη γεωπολιτική αξία που θα πρέπει να έχει η πολιτική της ΕΕ .",1,Καθαρεύουσα
"Όπως αποδείχθηκε μετά την πρώτη ανάγνωση τον Οκτώβριο του 2010 , οι διαπραγματεύσεις σχετικά με τις "" κατ εξουσιοδότηση πράξεις "" έχουν διακοπεί τελείως .",1,ΚΝΕ
Διαβάστε τις δηλώσεις του Giscard d Estaing .,0,---
"Ψηφίζοντας υπέρ αυτής της πρότασης ψηφίσματος για την Τυνησία , εκφράζω σαφώς την απόλυτη στήριξή μου προς τον λαό της Τυνησίας και την ιστορική δημοκρατική επανάσταση που ξεκίνησε .",1,Καθαρεύουσα
"Ψήφισα υπέρ , διότι συμφωνώ ότι , ως συννομοθέτης , το Κοινοβούλιο πρέπει να είναι σε θέση να ασκεί έλεγχο , επί ίσης βάσης με το Συμβούλιο , στις διαδικασίες λήψης στρατηγικής σημασίας αποφάσεων σχετικά με το πού και το πώς δαπανάται η αναπτυξιακή βοήθεια .",1,Καθαρεύουσα
"Ωστόσο , εάν εξεταστούν συνολικά , αποσκοπούν όλα στο ίδιο πράγμα .",0,---
Καλώ τους καταναλωτές να συμβάλουν ενεργά στην επιτυχία της εν λόγω συλλογής .,0,---
"Αφενός , πρέπει να αντιμετωπίσουμε τις συνέπειες στο περιβάλλον και την υγεία εάν ο εν λόγω εξοπλισμός δεν υποβάλλεται στις κατάλληλες διαδικασίες επεξεργασίας και διάθεσης και , αφετέρου , υπάρχει σοβαρό πρόβλημα απώλειας πρώτων υλών .",1,Καθαρεύουσα
"Πέραν της σημασίας του μέσου αυτού για τη στήριξη των αναδυόμενων χωρών -ιδίως στην Αφρική και στη Λατινική Αμερική- με τρόπο που να υπογραμμίζει τον ρόλο της ΕΕ ως υπέρμαχου της κοινωνικής ανάπτυξης και της ειρήνης διεθνώς , θα ήθελα να τονίσω την ανάγκη καλύτερης ενημέρωσης του Κοινοβουλίου για να διασφαλιστεί η σωστή χρήση των πόρων αυτών με στόχο την προαγωγή της αναπτυξιακής συνεργασίας σε τρίτες χώρες .",1,Καθαρεύουσα
Είμαι υπέρ αυτής της πρότασης ψηφίσματος και ιδίως των διατάξεων που αφορούν τα πολύ συγκεκριμένα μέσα τα οποία έχουμε στη διάθεσή μας για να επηρεάσουμε τις συστημικές αλλαγές που συμβαίνουν στη χώρα .,1,Καθαρεύουσα
"Προσδοκώ μια άμεση και οριστική λύση στο πρόβλημα της διάθεσης αποβλήτων , ώστε να προστατευτεί η εικόνα και η τουριστική οικονομία της Ιταλίας .",1,Καθαρεύουσα
"εξ ονόματος της Ομάδας UEN . - ( LV ) Σας ευχαριστώ , κύριε Πρόεδρε , κύριε Επίτροπε .",1,Καθαρεύουσα
"Όλα αυτά είναι νόμιμες πολιτικές θέσεις , αλλά - όπως πολύ σωστά διέκρινε η Laura de Esteban - όχι ανθρώπινα δικαιώματα , αλλά προγραμματικές θέσεις .",1,Καθαρεύουσα
17 .,0,---
