paragraphs,type,source_file
"Σχήμα 144Όταν κάνουμε συναρμογή ευθύγραμμων τμημάτων, πρέπει, κατά κανόνα, τα τμήματα αυτά να είναι υπό γωνία. Τα σημεία επιλογής των τμημάτων καθορίζουν ποια μέρη κάθε τμήματος θα διατηρηθούν και, συνεπώς, πώς θα είναι το τελικό σχή -μα. Ορισμένα προγράμματα επιτρέπουν και συναρμογή παράλληλων ευθύγραμμων τμημάτων. Αυτή γίνεται με ημικύκλια διαμέτρου ίσης με την απόσταση των δύο τμη -μάτων (Σχήμα 145). Η θέση των ημικυκλίων καθορίζεται ανάλογα με τα σημεία (και τη σειρά) επιλογής των αντικειμένων.Σε περίπτωση που υποδεικνύουμε ένα τόξο, είναι πιθανόν να μπορούν να γί -νουν συναρμογές και στα δύο άκρα του. Σε αυτή την περίπτωση η συναρμογή μπορεί",,paper_496.md
if dms<18.5:,,paper_241.md
## ΕΡΓΑΣΙΑ ΓΙΑ ΤΟΥΣ ΜΑΘΗΤΕΣ- · Συγκεντρώστε πληροφορίες για το δια -κοπτόμενο και το συνεχή ψεκασμό.,,paper_566.md
"άρα (2, -4).",,paper_137.md
Εικόνα 10.31,,paper_338.md
C.O.,,paper_385.md
## Σύνδεσμοι:,,paper_806.md
## δ) Ένταλμα πληρωμήςΕκδίδεται από τις μεγάλες επιχειρήσεις αντί της απόδειξης πληρωμής.Εκδίδεται για κάθε πληρωμή από διπλότυπο ή τριπλότυπο αριθμημένο στέλεχος και περιέχει όλα τα στοιχεία της πληρωμής καθώς και τον πρωτοβάθμιο και δευτεροβάθμιο λογαριασμό που θα χρεωθεί.Με το έγγραφο αυτό δίδεται εντολή στον ταμία να πληρώσει ορισμένο χρηματικό ποσό σε συγκεκριμένο πρόσωπο για ορισμένη αιτία.,,paper_395.md
"Β- Α. Τοποθέτηση του εξεταζομένου για την πλάγια προβολή γόνατος, - Β . πλάγια προβολή γόνατος",,paper_691.md
"## 5.1. ΣΗΜΕΙΟΓΡΑΦΙΑ: ΗΧΟΣ Δ' (ΣΥΝΤΟΜΟΣ ΕΙΡΜΟΛΟΓΙΚΟΣ), ΘΕΩΡΙΑ ΤΟΥ ΗΧΟΥ, ΜΕΛΗ Δ' ΗΧΟΥ (ΣΥΝΤΟΜΑ ΕΙΡΜΟΛΟΓΙΚΑ)",,paper_788.md
"## 3.3. Διαμόρφωση ορθοδοντικών συρμάτωνΒασικοί κανόνες και τεχνικές για τη διαμόρφωση ορθοδοντικών συρμάτων.Για μια γρήγορη, αποτελεσματική και αισθητική ορθοδοντική κατασκευή είναι απαραίτητο ο Οδοντοτεχνίτης να γνωρίζει και να τηρεί ορισμένους βασικούς κανόνες, που αφορούν τις κάμψεις των συρμάτων:",,paper_750.md
"<br><br><img SRC=""image6PE.JPG"" BORDER=0 height=129 width =114> <p><b><i>ΛΟΓΙΣΜΙΚΟ</i></b><imgSRC=""imageK96.JPG"" BORDER=0 height=49 width=62><p><img SRC=""imageTT5.JPG"" height=36 width=104> ΥΠΗΡΕΣΙΕΣ; <br>ΑΝΤΙΜΕΤΩΠΙΣΗΣ ΓΙΑ TO ΠΡΟΒΛΗΜΑ TOY 2000</td>",,paper_509.md
"## Π α ρ α λ λ η λ ο κ ε ί μ ε ν οΓιώργος Σεφέρης Ημερολόγιο καταστρώματος Γ'Το Ερωτικό τραγούδι, De Chirico",,paper_251.md
"- α) Να βρείτε ποιο από τα δύο τμήματα έχει το μεγαλύτερο εύρος βαθμών. - β) Να βρείτε ποιο από τα δύο τμήματα έχει το μεγαλύτερο ενδοτεταρτημορια -κό εύρος βαθμών; - γ) Σε ποιο από τα δύο τμήματα φαίνεται να είναι πιο συμμετρική γύρω από τη διάμεσο η κατανομή των βαθμών; - δ) Να γράψετε μια μικρή αναφορά για το ποιο τμήμα θα μπορούσε να είναι το καλύτερο. - ε) Να βρείτε το τμήμα και τη βαθμολογία των δύο μαθητών/τριών με τον κα -λύτερο βαθμό. - 3) Ο επόμενος πίνακας παρουσιάζει τον αριθμό των απουσιών που έκαναν οι μαθητές ενός τμήματος τους μήνες Οκτώβριο και Νοέμβριο:Να κατασκευάσετε το θηκόγραμμα των απουσιών των μαθητών του τμήματος για κάθε μήνα χωριστά και να συγκρίνετε τις απουσίες των μαθητών.- 4) Για δύο τύπους μπαταριών Α και Β επιλέχθηκαν δύο δείγματα μεγέθους 5 το καθένα. Οι χρόνοι ζωής των μπαταριών για το κάθε δείγμα σε χιλιάδες ώρες δίνονται στον επόμενο πίνακα:- α) Να βρείτε τη δειγματική μέση τιμή της διάρκειας ζωής μιας μπαταρίας τύ -που Α και μιας μπαταρίας τύπου Β. - β) Με βάση το παραπάνω δείγμα και το γεγονός ότι μια μπαταρία τύπου Α στοιχίζει 38 ευρώ, ποιου τύπου μπαταρία θα προτιμήσετε αν μια μπαταρία τύπου Β στοιχίζει:",,paper_139.md
"165Tης αποκρίνεται ο Eρμής, ψυχοπομπός κι αργοφονιάς: «Άσ' τον να φύγει, όπως το λες. Φυλάξου από την οργή του Δία, μήπως μια μέρα πέσει πάνω σου το βάρος του θυμού του.»",,paper_35.md
"## Θυµηθείτε από προηγούµενο µάθηµα ποια είναι τα ζώα των τροπικών περιοχών.Τα ζώα των τροπικών δασών είναι πολυάριθµα. Μια µεγάλη ποικιλία εντόµων, αραχνοειδών, φιδιών και πουλιών συµπληρώνει τον πληθυσµό των µικρών και µεγάλων ζώων που ζουν στα τροπικά δάση της Γης.",,paper_154.md
## Βάλτε σε κύκλο τo γράμμα μπροστά από τη σωστή απάντηση- 19. Ο πυρήνας και τα τυλίγματα ενός Μ/Σ αποτελούν: - β. το πρωτεύον τύλιγμα. - δ. ολόκληρο το σύστημα. - α. το ενεργό μέρος του Μ/Σ. - γ. το δευτερεύον τύλιγμα.,,paper_524.md
"## 1. Κλήση και αφοσίωσηΣτα πολύ παλιά χρόνια, πριν τη γέννηση του Χρι­ στού, υπήρχαν εποχές που οι Ισραηλίτες ξεχνούσαν τον Θεό και τις εντολές του. Κάποιες φορές, μάλι­ στα, έφταναν να λατρεύουν «ψεύτικους» θεούς, ενώ στις σχέσεις τους κυριαρχούσαν η σκληρότητα και η αδικία.Τότε, παρουσιάζονταν στον κόσμο οι προφήτες. Ήταν άνθρωποι που ο Θεός τούς ανέθετε μια μεγά­ λη αποστολή: να μιλήσουν στους ανθρώπους για το θέλημά του και να τους καλέσουν σε μετάνοια, αλ­ λαγή, δηλαδή, του τρόπου ζωής τους και επιστροφή στον Θεό. Οι προφήτες εμπιστεύονταν απόλυτα τον Θεό και γι' αυτό δε δίσταζαν να κηρύττουν το θέλη­ μά του. Θύμιζαν στον λαό ό,τι είχε κάνει ο Θεός γι' αυτούς και προειδοποιούσαν ότι τα άνομα έργα θα είχαν άσχημα αποτελέσματα στη ζωή τους.Ταυτόχρονα, έδιναν ελπίδα και θάρρος στουςανθρώπους. Τους παρηγορούσαν αναγγέλλοντας τον ερχομό του Μεσσία στον κόσμο, δηλα­ δή του Χριστού, ο οποίος θα τους έσωζε. Όχι μόνο τους Ισραηλίτες, αλλά ολόκληρο τον κό­ σμο. Οι άνθρωποι έπαιρναν ελπίδα από το κήρυγμα των προφητών και, πράγματι, κάποιοι απ' αυτούς μετανοούσαν και άλλαζαν τρόπο ζωής. Κάποιες φορές, όμως, ενοχλούνταν από τα λεγόμενά τους και τους καταδίωκαν. Κάποιους, μάλιστα, έφτασαν να τους θανατώσουν.",,paper_71.md
"## Ψαλμός 135, 1­9",,paper_73.md
Λύση:,,paper_137.md
## II. ΠΕΙΡΑΜΑΤΙΚΟ ΜΕΡΟΣ,,paper_522.md
## Πληροφορίες,,paper_675.md
"Έτσι κλίνονται και τα:άνθρωπος, δήμαρχος, έμπορος, έφορος, άνεμος, διάδρομος, όροφος, πόλεμος κ.ά.ανήφορος, αυλόγυρος, καλόγερος, ανεμόμυλος, χωματόδρομος κ.ά.™™™ ¯¯¯ ËËË ÌÌÌ ·· ÙÙ ›› ˙˙˙˙ ˆ",,paper_114.md
"«....η χωροταξική αναδιάρθρωση της χώρας, η διαμόρφωση, η ανάπτυξη, η πολεοδόμηση και η επέκταση των πόλεων και των οικιστικών εν γένει περιοχών τελεί υπό την ρυθμιστικήναρμοδιότητα και τον έλεγχο του Κράτους, επί τω τέλει της εξυπηρετήσεως, της λειτουργικότητος και αναπτύξεως των οικισμών και της εξασφαλίσεως των καλυτέρων δυνατών όρων διαβιώσεως των οικιστών...».Το Ελληνικό κράτος αναλαμβάνει την υποχρέωση αλλά και την αποκλειστική αρμοδιότητα να ελέγχει, να ρυθμίζει και να κατευθύνει τη γενική οργάνωση των οικισμών, την αναμόρφωση ή ανάπτυξή τους, όσο και τη διαδικασία δόμησης των κτιρίων σε αυτούς. Οι αρμόδιοι κρατικοί φορείς είναι:- ● στο Κυβερνητικό Επίπεδο, το Υπουργείο Περιβάλλοντος Χωροταξίας και Δημοσίων Έργων, (ΥΠΕΧΩΔΕ), - ● στο Περιφερειακό Επίπεδο, οι περιφερειακές και νομαρχιακές υπηρεσίες, - ● στο Τοπικό Επίπεδο, τα αρμόδια γραφεία των δήμων, όπου ανατέθηκαν από το ΥΠΕΧΩΔΕ σχετικές αρμοδιότητες.",,paper_401.md
## 1. Οικοδομικά στοιχείαΣτους υδραυλικούς ανελκυστήρες το μηχανοστάσιο δεν είναι απαραίτητο να βρίσκεται επάνω από το φρεάτιο ή σε επαφή με το φρεάτιο. Όλες οι καταπονήσεις εφαρμόζονται στον πυθμένα ή στα πλευρικά στοιχεία του φρεατίου.,,paper_544.md
"## ΠΡΟΣΟΧΗ:-  Ο χημικός καθαρισμός πρέπει να γίνεται με πολύ μεγάλη προσοχή και να λαμβάνονται όλα τα μέτρα προφύλαξης που αναγράφονται στη συσκευασία του υγρού. -  Ο συμπυκνωτής πρέπει να απομονώνεται από το εξωτερικό δίκτυο νερού με κλείσιμο των βανών του δικτύου, όπως φαίνεται στην εικό -να 3.16, γιατί το υγρό καθαρισμού μπορεί να προκαλέσει διαβρώσεις στους σωλήνες. -  Πρέπει να χρησιμοποιούνται κατάλληλες αντλίες (π.χ. πλαστικές) και σωλήνες σύνδεσης που να αντέχουν στο υγρό καθαρισμού. -  Τα υγρά καθαρισμού δεν πρέπει να παραμένουν μέσα στο συμπυ -κνωτή περισσότερο από 10 ώρες. -  Πρέπει να ακολουθούνται πιστά οι οδηγίες χρήσης και εφαρμογής του υγρού καθαρισμού. -  Μετά την ολοκλήρωση του καθαρισμού ο συμπυκνωτής πρέπει να πλένεται πολύ καλά, με κυκλοφορία καθαρού νερού, για να φύγει όλο το υγρό καθαρισμού.",,paper_611.md
"## Περί ανεξιθρησκίαςΆμυαλοι, που δε μπορέσατε να λατρέψετε αγνά το Θεό που σας έπλασε. Ούτε ποτέ σας, άμοιροι, ωφεληθήκατε από το παράδειγμα που σας έδωσαν οι απόγονοι του Νώε, οι Κινέζοι λόγιοι, οι Πέρσες ζωροαστρικοί και τόσοι άλλοι σοφοί. Θηρία που τρέφεστε με προλήψεις, όπως ο κόρακας τρέφεται με ψοφίμια!Αυτή η φρικτή διχόνοια, που κρατάει εδώ και αι -ώνες, μας διδάσκει με πολύ πειστικό τρόπο ότι έχουμε χρέος αμοιβαίο να παραβλέπουμε ο ένας τα λάθη του άλλου. Το μεγαλύτερο κακό της αν -θρωπότητας είναι η διχόνοια, κι' ένα μόνο βάλσα μο υπάρχει, η αμοιβαία ανοχή .Από το Φιλοσοφικό Λεξικό του Βολταίρου, μετ. Δ. Ο. Θοιβιδόπουλου.ξη, ανάλογα με το βαθμό συμμετοχής τους στις εξελίξεις. Η Αγγλία, για παράδειγμα, αναδεικνύεται από τις αρχές του 18ου αιώνα ως η μεγαλύτερη εμπορική και ναυτική δύναμη στον κόσμο. Η αστική τάξη κατορθώνει να επικρατήσει στην πολιτική σκηνή επιβάλλοντας τη συνταγματική μοναρχία και τον κοινοβουλευτισμό με την Ένδοξη Επανάσταση (1688). Έκτοτε η χώρα αυτή θα αποτελέσει",,paper_89.md
"## ❖ Πακέτα συνεδρίων.Η ανακοίνωση του προγράμματος του συνεδρίου συνοδεύεται και από το αίτημα για διάφορες κρατήσεις (διαμονή, διατροφή, ψυχαγωγία).",,paper_387.md
O ff,,paper_413.md
## 3. Να αποδείξετε ότι:( ) ( ) . 2 5 3 5 1 2 2 - + - =,,paper_122.md
Οι,,paper_305.md
264,,paper_605.md
"Διάγνωση: Εάν η βλάβη είναι ορατή παίρνουμε δείγμα από τις ύπο -πτες περιοχές και κάνουμε βιοψία. Εάν όμως η βλάβη του επιθηλίου δεν είναι ορατή, τότε η κολποσκόπηση μετά από ένα ύποπτο τεστ Πα -πανικολάου βοηθάει στη λήψη βιοψιών. Εάν και αυτές οι βιοψίες είναι ύποπτες προχωρούμε σε κωνοειδή εκτομή.",,paper_748.md
"## ΚΕΦΑΛΑΙΟΤα γεωγραφικά πληροφοριακά συστήματα αλλά και η τηλεπισκόπη -ση είναι τεχνολογίες που έχουν εμφανιστεί εδώ και αρκετές δεκαετίες. Αρχικά, ήταν τεχνολογίες που εφαρμόζονταν είτε στην έρευνα, είτε σε ειδικές χρήσεις (π.χ. στρατιωτική χρήση, μετεωρολογία κτλ.) και αυτό γινόταν γιατί δεν είχαν δημιουργηθεί τα κατάλληλα εργαλεία αλλά και γιατί οι απαιτήσεις αυτών των εφαρμογών από πλευράς υλικού ήταν πολύ μεγάλες. Με τον καιρό είχαμε μεγάλη εξέλιξη στο διαθέσιμο λογισμικό για τη διαχείριση γεωγραφικών πληροφοριών (GIS) και στο λογισμικό που απαιτείται για την ερμηνεία δεδομένων τηλεπισκόπησης. Επίσης οι ηλεκτρονικοί υπολογιστές εξελίχθηκαν τόσο ώστε να αρκεί ένας καλός προσωπικός υπολογιστής για να λειτουργήσουν αυτές οι εφαρμογές.Στις μέρες μας τα γεωγραφικά πληροφοριακά συστήματα γεωγραφικά πληροφοριακά συστήματα χρησι -μοποιούνται σε ευρεία κλίμακα όπου είναι απαραίτητη η διαχείριση και διαχείριση και η επεξεργασία πληροφοριών που αναφέρονται στο χώρο, η επεξεργασία πληροφοριών που αναφέρονται στο χώρο, από οδι -κούς χάρτες και συστήματα πλοήγησης μέχρι την καταγραφή γεωργικών καλλιεργειών. Πολύ διαδεδομένη είναι επίσης και η χρήση της τηλεπι -η χρήση της τηλεπι σκόπησης στη συγκέντρωση γεωγραφικών πληροφοριών, σκόπησης στη συγκέντρωση γεωγραφικών πληροφοριών, χωρίς την ανάγκη επιτόπιων παρατηρήσεων, με τη χρήση φωτογραφιών που έχουν ληφθεί από αεροπλάνα ή δορυφόρους.",,paper_330.md
## 3ο Βήμα -Eκτέλεση του Ρόλου,,paper_177.md
"## ΠΙΝΑΚΑΣ 5.3 Επιδράσεις ακτινοβολίας στον οργανισμόΕιδικότερα δόσεις μεταξύ 200 και 700 rem επικεντρωμένες όμως σε ορι -σμένη περιοχή του σώματος προκαλούν μόνο τοπικές βλάβες. Ανάμεσα σ' αυτές είναι εγκαύματα από ακτίνες Χ, βλάβες στους οφθαλμούς (π.χ. καταρράχτης) και στείρωση. Τα πλέον ευαίσθητα όργανα στη ραδιενέργεια είναι τα μάτια, η κοιλιακή χώρα, ο μυελός των οστών, η σπλήνα και τα όργανα αναπαραγωγής . Το πλέον σαφές αποτέλεσμα της έκθεσης είναι η λευχαιμία . Όσον αφορά στις γενετικές βλάβες, αυτές, επηρεάζοντας τα DNA και RNA, καταλήγουν σε μετάλλαξη .Το ανθρώπινο σώμα δέχεται μία φυσική ακτινοβολία της τάξεως των 0,1 rem το χρόνο. Επιπλέον, άτομα εκτεθειμένα σε ιατρικές χρήσεις, στην έγχρωμη TV, σε αεροπορικά ταξίδια δέχονται μία πρόσθετη ακτι -νοβολία 0,2 rem το χρόνο. Το μέγιστο επιτρεπτό - ανεκτό όριο για όλο το σώμα και το μέσο άνθρωπο είναι τα 0,5 rem το χρόνο. Ειδικότερα το όριο για τα όργανα αναπαραγωγής είναι μικρότερο των 5 rem για διάρ -κεια 30 χρόνων.",,paper_265.md
.,,paper_805.md
"Μουτσόπουλος Χ.Μ. (1994). Αυτοάνοσα Ρευματικά Νοσήματα. Μετεκπαιδευτικά Μαθήματα Ανοσολογίας - Σεμινάριο Ανοσολογίας, σελ.164.Μπαρωνά-Μάμαλη Φ., Μπότσαρης I., Μπουρμπουχάκης I. και Περάκη Β. (2000). Βιολογία Γενικής Παιδείας Γ' τάξης Ενιαίου Λυκείου. 2η έκδοση. Οργανισμός Εκδόσεων Διδακτικών Βιβλίων, Αθήνα. Παυλάτου Μ. (1997). Ανοσολογία. 3 η έκδοση. Ιατρικές Εκδόσεις Λίτσας. Αθήνα.",,paper_684.md
"Αγαπητή μου,Σας γνωστοποιούμε την παραλαβή του δειγματολογίου και του τιμοκαταλόγου που μου στείλατε με την επιστολή σας από τις 12 Απριλίου 19.. και σας ευχαριστούμε.Επειδή βρήκαμε τα δείγματα των προϊόντων σας ικανοποιητικά, επιθυμώ να εγκαινιάσουμε μια συνεργασία, η οποία θα εξαρτηθεί περισσότερο από σας. θα επιθυμούσα δηλαδή να μου κάνετε έκπτωση 12% στις τιμές που μου στείλατε και ακόμη πίστωση για τρεις (3) μήνες σε ποσοστό 20% στην αξία του κάθε τιμολογίου.Ελπίζω να ανταποκριθείτε στην παρούσα επιστολή και να μου δώσετε τη δυνατότητα να σας αναθέσω μία σοβαρή παραγγελία. Περιμένω ειδήσεις σας.",,paper_391.md
Á Ú ¿ Ê ˆ,,paper_114.md
Εξακολουθητική,,paper_114.md
Σχήμα 8-2 (α) και (β): Περιαστικό Γεωργικό Πάρκο στη Μέμφιδα των Η.Π.Α.,,paper_297.md
"## ΠΙΝΑΚΑΣ 2.1 Μέγιστη επιτρεπόμενη ένταση συνεχούς ροής για χάλκινους αγωγούς *(ΟΜΑΔΑ 1) σύμφωνα με το άρθρο 126 των Κ.Ε.Η.Ε.*Μέχρι 3 ενεργοί αγωγοί τοποθετημένοι μέσα σε σωλήνα ή σε ορατές ή χωνευτές εγκαταστάσειςΑν η θερμοκρασία του περιβάλλοντος λειτουργίας του αγωγού ξε -περνά τους 30°C τότε εκλέγουμε μικρότερες τιμές επιτρεπόμενης πυ κνότητας ρεύματος, άρα μεγαλύτερης διατομής S από αυτές που προ -κύπτουν από τον Πίνακα 2.1.Τα ποσοστά μείωσης των τιμών της έντασης του Πίνακα 2.1 δίδονται στον Πίνακα 2.2ΠΙΝΑΚΑΣ 2.2 Αναγωγή της μέγιστης επιτρεπόμενης έντασης για θερμοκρασία περιβάλλοντος λειτουργίας των αγωγών, μεγαλύτερης των 30°C. (σύμφωνα με το άρθρο 126 των Κ.Ε.Η.Ε.)Προσοχή: Η πυκνότητα του ρεύματος στους αγωγούς, στις περιελίξεις των ηλεκτρικών μηχανών, των μετασχηματιστών και των πηνίων δεν πρέπει να έχει υψηλή τιμή. Όταν η ένταση του ρεύματος ξεπεράσει τις μέγιστες επιτρεπόμενες τιμές, οι οποίες έχουν καθορισθεί από τις προδιαγραφές, η μόνωση των καλωδίων υπερθερμαίνεται και στη συ -νέχεια, μπορεί να καταστραφεί (να ρευστοποιηθεί), να προκληθεί βρα χυκύκλωμα ή ακόμη και πυρκαγιά στις εγκαταστάσεις.",,paper_529.md
"x x -+ - 3 4- 3. Να γράψετε χωρίς την απόλυτη τιμή την παράσταση x x --- 34 , όταν: i) x < 3 ii) x > 4. - 4. Αν α ≠ β, να βρείτε την τιμή της παράστασης αβ βα - - . - 5. Αν x ≠ 0 και y ≠ 0, να βρείτε τις τιμές που μπορεί να πάρει η παράσταση",,paper_122.md
## Βασικές έννοιες µαθήµατος,,paper_96.md
"## Οι μεταβλητές διακρίνονται σε:- · Ποιοτικές αν αναφέρονται σε ένα ποιοτικό χαρακτηριστικό του πληθυσμού, όπως είναι: τα χρώματα των αυτοκινήτων, το φύλο των μαθητών κτλ. - · Ποσοτικές αν αναφέρονται σε ένα ποσοτικό χαρακτηριστικό του πληθυσμού, όπως είναι: ο ετήσιος αριθμός των τροχαίων ατυχημάτων, το ύψος των μαθη -τών κτλ. -  Διακριτές αν παίρνουν μεμονωμένες τιμές, όπως είναι: ο αριθμός των παιδιών των οικογενειών, το νούμερο των γυναικείων παπουτσιών ανά μισό πόντο κτλ. -  Συνεχείς αν μπορούν να πάρουν οποιαδήποτε τιμή ενός διαστήματος, όπως είναι: το βάρος των μαθητών, ο χρόνος που χρειάζονται οι μαθητές για να απαντήσουν σε ένα διαγώνισμα κτλ.Μια ομάδα μαθητών θέλει να προβεί σε πρόβλεψη για το ποιος θα είναι ο νέος πρόεδρος του μαθητικού συμβουλίου του σχολείου. Για τον λόγο αυτό τα μέλη της ομάδας κατέγραψαν την πρόθεση ψήφου των μαθητών ενός συγκεκριμένου τμήματος του σχολείου.- 1) Ποιος είναι ο πληθυσμός της έρευνας;",,paper_139.md
"## Δραστηριότητες- 1. Να βάλετε σε κύκλο το γράμμα που αντιστοιχεί στη φράση που συμπληρώνει σωστά την πρόταση: Α. Γυρίνοι είναι τα μικρά: - α. των αμφιβίων - β. των ερπετών - γ. των πτηνών - δ. των θηλαστικών - Β. Από το σώμα των ωοζωοτόκων ζώων εξέρχονται: - α. αυγά - β. μικρά ζώα - γ. έμβρυα - δ. όσα αναφέρονται στα α, β και γ - 2. Να συμπληρώσετε με τις κατάλληλες λέξεις τα κενά στις παρακάτω προτάσεις: Τα ψάρια και τα πτηνά γεννούν αυγά, γι' αυτό είναι ζώα .........................................., ενώ τα θηλαστικά, που γεννούν μικρά, είναι ζώα ........................................ . Στο σαλιγκάρι και στον γεωσκώληκα αρσενικοί και θηλυκοί γαμέτες συνυπάρχουν στο ίδιο άτομο, γι' αυτό είναι ζώα .............................................. . Αυτό δεν συμβαίνει στον σκύλο και στη γάτα, που είναι ζώα ...................................................... . - 3. Να συμπληρώσετε τον παρακάτω πίνακα βάζοντας ένα (+) στη στήλη «ΣΥΜΦΩΝΩ» ή «ΔΙΑΦΩΝΩ», ανάλογα με το αν συμφωνείτε ή διαφωνείτε με τις προτάσεις της πρώτης στήλης:",,paper_47.md
"12πίνακας 12.2 πηγή: Πανευρωπαϊκή έρευνα που διεξήγαγε στην Ελλάδα το Ελληνικό Κέντρο Κοινωνικών Ερευνών το 2003. Η ίδια έρευνα έδειξε ότι το 36% των Ελλήνων παρακολουθεί περισσότερο από 3 ώρες τηλεόραση, ενώ π.χ. µόνο το 10% περίπου των Νορβηγών και Ολλανδών.Να συζητήσετε στην τάξη τα αποτελέσµατα της έρευνας σε σχέση µε τον ενεργό πολίτη που απαιτεί η κοινωνία πολιτών. Πόσο πληροφορηµένος µπορεί να είναι ένας πολίτης που δε διαβάζει καθόλου εφηµερίδες;",,paper_96.md
ἀλλ' ἢ,,paper_38.md
"·- · Εικόνες προσώπων. - Καθρέπτες μεγάλοι, άθραυστοι, χαμηλά τοποθετημένοι, ώστε να βλέπει το είδωλό του, ακόμη και το παιδί που μπουσουλάει. ·",,paper_740.md
Εικόνα 82: Μενού για το άνοιγμα του «Attribute Table»,,paper_405.md
"Εικόνα 3.14Το βάρος σώματος ως συνισταμένη των στοιχειωδών βαρών των σωματιδίων τουΚΕΦΑΛΑΙΟ 3 Ο ΡΟΠΗ ΔΥΝΑΜΗΣ ΚΑΙ ΙΣΟΡΡΟΠΙΑ - κέντρο βάρους, είδη ισορροπίας -Υπάρχουν περιπτώσεις μελέτης κινήσεων κατά τις οποίες τα σώματα θεωρούνται σημειακά αντικείμενα και τότε η μάζα τους είναι συγκεντρωμένη στο κ.β. Οι δυνάμεις που ασκούνται στα σώματα σχεδιάζονται με σημείο εφαρμογής το κ.β. τους.",,paper_259.md
## γ) Το ξίδιΠαράγεται από την οξείδωση της αλκοόλης η οποία προέρχεται από σταδιακή ζαχαροποίηση και ζύμωση του αμύλου ή από αλκοολική ζύμωση των σακχαρούχων υποστρωμάτων. Πρέπει πάντοτε να είναι διαυγές (λαμπικαρισμένο) και η οξύτητά του σε οξικό οξύ να είναι 4-10% κατ' όγκον.,,paper_320.md
"*Για τη συγγραφή του βιβλίου συνεργάστηκαν ομόψυχα οι δύο συγγραφείς, αναλαμβάνοντας καταρχάς ένα ιδιαίτερο πεδίο καθένας (τη σύνθεση των δοκιμίων των Διδακτικών Ενοτήτων ο Αθανάσιος Ν. Παπαθανασίου και τη σύνθεση των δραστηριοτήτων τους ο Μάριος Κουκουνάρας Λιάγκης), και στη συνέχεια προχώρησαν σε επεξεργασία από κοινού, ώστε το εγχειρίδιο να αποτελεί τελικά προϊόν κοινού κόπου και συμπνευματισμού. Ιδιαίτερες ευχαριστίες εκφράζουν οι συγγραφείς στους πολύπειρους εκπαιδευτικούς και ευαίσθητους σε ζητήματα τέχνης και διδακτικής, Βάσω Γώγου και Απόστολο Μπάρλο, οι οποίοι, από αγάπη και μόνο στη διακονία των νέων, διάβασαν τα κείμενα και πρότειναν σπουδαίο εικαστικό υλικό.Κάθε ανθρώπινο εγχείρημα είναι ατελές. Φυσικά αυτό ισχύει και για το παρόν βιβλίο. Ευχόμαστε από καρδιάς, οι αδυναμίες του να επισκιαστούν από τις αφορμές που προσφέρει για ψηλαφίσεις με νόημα, για φωτισμό πολύτιμων πλευρών της έμπρακτης πίστης, και για βίωση του μυστηρίου του Τριαδικού Θεού, του αδιάκοπα δρώντος στη ζωή του σύμπαντος κόσμου.",,paper_800.md
✍,,paper_96.md
:,,paper_395.md
505,,paper_35.md
## Βήμα 6ο,,paper_509.md
Γ'ΕΠΑ.Λ.Ειδικότητα: Βοηθών ΟδοντοτεχνιτώνΙΝΣΤΙΤΟΥΤΟ ΤΕΧΝΟΛΟΓΙΑΣ ΥΠΟΛΟΓΙΣΤΩΝ ΚΑΙ ΕΚΔΟΣΕΩΝ «ΔΙΟΦΑΝΤΟΣ»,,paper_750.md
ÏÏ ¤¤ ÍÍÍ ÂÂ ÈÈ ˜˜˜,,paper_114.md
"## 1.4.1 ΕισαγωγήΟ εξωτερικός τουρισμός (ή διεθνής) πραγματοποιείται από άτομα που διαμένουν μόνιμα σε μια χώρα και προσωρινά, για τουριστικούς λόγους, επισκέπτονται μια άλλη χώρα, δηλαδή ο τόπος προέλευσης και ο τόπος προορισμούβρίσκονται σε διαφορετικές χώρες. Η έννοια του γραφείου εξερχόμενου τουρισμού είναι συνυφασμένη με την των τουριστικών οργανισμών (Tour Operators), που είναι Τουριστικά Γραφεία με ιδιαίτερα αναπτυγμένες τις υπηρεσίες του εξερχόμενου τουρισμού (outgoing). Το παραπάνω γεγονός δεν αποκλείει την ύπαρξη και γραφείων εξερχόμενου τουρισμού τα οποία δεν έχουν τη δυνατότητα οργάνωσης υπηρεσιών εξερχόμενου τουρισμού, οπότε λειτουργούν ως λιανοπωλητές (retailers) και πωλούν τα προγράμματα των μεγάλων τουριστικών οργανισμών, με αμοιβή τους μια προμήθεια.",,paper_387.md
